rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	ranking_status	score_config_sha256	git_commit	Surf_rank_percentile	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation	freeze_version	freeze_date_utc	git_worktree_status_at_freeze
43	SLC1A5	ENSG00000105281	Q15758	core_surfaceome	balanced	0.583672	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.969800	0.964407	0.930329	0.518364	0.937322	not_available		0.223292	0.145470	0.192881	0.186066	-0.103673	0.140598		0.022329	0.946706	0.827262	0.850000	0.615278	0.745477	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
44	FZD6	ENSG00000164930	O60353	core_surfaceome	balanced	0.583011	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.881087	0.785309	0.892465	0.456267	0.960969	not_available		0.624009	0.132163	0.157062	0.178493	-0.091253	0.144145		0.062401	0.786520	0.787883	0.850000	0.653333	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
45	SLC7A5	ENSG00000103257	Q01650	core_surfaceome	balanced	0.579800	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.981880	0.897009	0.839076	0.395683	0.972934	not_available		0.184975	0.147282	0.179402	0.167815	-0.079137	0.145940		0.018498	0.891480	0.727830	0.800000	0.670000	0.739228	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
46	ANO1	ENSG00000131620	Q5XXA6	core_surfaceome	balanced	0.578649	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.825595	0.940931	0.953427	0.546384	0.973789	not_available		0.391468	0.123839	0.188186	0.190685	-0.109277	0.146068		0.039147	0.928455	0.851534	0.900000	0.670370	0.753477	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
47	PODXL	ENSG00000128567	O00592	core_surfaceome	balanced	0.577468	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.950925	0.910261	0.881106	0.612647	0.798860	not_available		0.792563	0.142639	0.182052	0.176221	-0.122529	0.119829		0.079256	0.902897	0.772813	0.900000	0.469444	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
48	SLC40A1	ENSG00000138449	Q9NP59	core_surfaceome	balanced	0.576848	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.977350	0.971602	0.898145	0.394169	0.543875	not_available		0.535485	0.146602	0.194320	0.179629	-0.078834	0.081581		0.053548	0.951060	0.796100	0.800000	0.256667	0.807655	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
49	SPINT2	ENSG00000167642	O43291	core_surfaceome	balanced	0.576677	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.753869	0.995456	0.967626	0.522151	0.641026	not_available		0.792563	0.113080	0.199091	0.193525	-0.104430	0.096154		0.079256	0.972605	0.876600	0.850000	0.293056	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
50	MYOF	ENSG00000138119	Q9NZM1	core_surfaceome	balanced	0.576340	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.932427	0.931844	0.976145	0.493752	0.994872	not_available		0.043979	0.139864	0.186369	0.195229	-0.098750	0.149231		0.004398	0.921980	0.888451	0.850000	0.741667	0.580522	watchlist_uncorrected_tme_correlation	D	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
51	CD46	ENSG00000117335	P15529	core_surfaceome	balanced	0.573561	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.845225	0.979364	0.905339	0.554714	0.868091	not_available		0.505663	0.126784	0.195873	0.181068	-0.110943	0.130214		0.050566	0.958557	0.801855	0.900000	0.524242	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
52	ICAM1	ENSG00000090339	P05362	core_surfaceome	balanced	0.569910	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.899585	0.927679	0.851193	0.466111	0.526211	not_available		0.934881	0.134938	0.185536	0.170239	-0.093222	0.078932		0.093488	0.919406	0.741007	0.850000	0.250000	0.962500	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
53	HFE	ENSG00000010704	Q30201	core_surfaceome	balanced	0.569488	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.897320	0.712609	0.858766	0.582355	0.915670	not_available		0.997357	0.134598	0.142522	0.171753	-0.116471	0.137350		0.099736	0.716604	0.748126	0.900000	0.575556	0.970000	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
54	IL21R	ENSG00000103522	Q9HBE5	core_surfaceome	balanced	0.569077	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.906002	0.572889	0.796289	0.365392	0.926211	not_available		0.934881	0.135900	0.114578	0.159258	-0.073078	0.138932		0.093488	0.575445	0.695721	0.800000	0.591515	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
55	LSR	ENSG00000105699	Q86X29	core_surfaceome	balanced	0.568298	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.454134	0.989966	0.998485	0.599016	0.953561	not_available		0.792563	0.068120	0.197993	0.199697	-0.119803	0.143034		0.079256	0.968554	0.964370	0.900000	0.644444	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
56	CD2	ENSG00000116824	P06729	core_surfaceome	balanced	0.567561	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.839562	0.794396	0.690647	0.331314	0.782621	not_available		0.934881	0.125934	0.158879	0.138129	-0.066263	0.117393		0.093488	0.795532	0.625142	0.800000	0.459722	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
57	EPHA2	ENSG00000142627	P29317	core_surfaceome	balanced	0.567368	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.871272	0.934873	0.926922	0.571374		not_available		0.934881	0.130691	0.186975	0.185384	-0.114275			0.093488	0.923798	0.822151	0.900000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
58	TNFRSF21	ENSG00000146072	O75509	core_surfaceome	balanced	0.565998	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.995470	0.957970	0.956077	0.984854	0.915670	not_available		0.934881	0.149320	0.191594	0.191215	-0.196971	0.137350		0.093488	0.941594	0.854601	1.000000	0.575556	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
59	FAS	ENSG00000026103	P25445	core_surfaceome	balanced	0.565775	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.876557	0.783226	0.874669	0.448694	0.910541	not_available		0.558701	0.131484	0.156645	0.174934	-0.089739	0.136581		0.055870	0.784854	0.765392	0.850000	0.568611	0.831968	moderate_residual_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
60	HLA-DPB1	ENSG00000223865	P04440	core_surfaceome	balanced	0.565362	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.384296	0.987126	0.954184	0.461189	0.788034	not_available		0.934881	0.057644	0.197425	0.190837	-0.092238	0.118205		0.093488	0.965411	0.852897	0.850000	0.462500	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
61	DSG2	ENSG00000046604	Q14126	core_surfaceome	balanced	0.565137	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.867875	0.920863	0.993184	0.747823	0.982336	not_available		0.543601	0.130181	0.184173	0.198637	-0.149565	0.147350		0.054360	0.913745	0.934116	1.000000	0.696296	0.812500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
62	ADAM12	ENSG00000148848	O43184	core_surfaceome	balanced	0.563423	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.818045	0.625899	0.974252	0.252177	0.758405	not_available		0.573613	0.122707	0.125180	0.194850	-0.050435	0.113761		0.057361	0.627509	0.886369	0.600000	0.450000	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk	v0	2026-05-29	dirty
63	ERBB3	ENSG00000065361	P21860	core_surfaceome	balanced	0.562755	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.873915	0.931087	0.951534	0.757668	0.995442	not_available		0.573613	0.131087	0.186217	0.190307	-0.151534	0.149316		0.057361	0.921204	0.849110	1.000000	0.744074	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
64	GPR160	ENSG00000173890	Q9UJ42	core_surfaceome	balanced	0.562240	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.889770	0.943961	0.928436	0.358576	0.737892	not_available		0.153265	0.133465	0.188792	0.185687	-0.071715	0.110684		0.015327	0.929818	0.824271	0.800000	0.443333	0.731684	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
65	DDR1	ENSG00000204580	Q08345	core_surfaceome	balanced	0.561987	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.864855	0.977281	0.907989	0.741764	0.974644	not_available		0.573613	0.129728	0.195456	0.181598	-0.148353	0.146197		0.057361	0.956588	0.803635	1.000000	0.672778	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
66	CXADR	ENSG00000154639	P78310	core_surfaceome	balanced	0.561163	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.862590	0.841916	0.940553	0.565316	0.873219	not_available		0.573613	0.129388	0.168383	0.188111	-0.113063	0.130983		0.057361	0.848201	0.840174	0.900000	0.527778	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
67	PTPRH	ENSG00000080031	Q9HD43	core_surfaceome	balanced	0.558175	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.955455	0.819765	0.824309	0.384703		not_available		0.792563	0.143318	0.163953	0.164862	-0.076941			0.079256	0.821886	0.715373	0.800000		0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
68	TNFRSF10A	ENSG00000104689	O00220	core_surfaceome	balanced	0.557888	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.783692	0.764483	0.983340	0.400984	0.516524	not_available		0.934881	0.117554	0.152897	0.196668	-0.080197	0.077479		0.093488	0.769443	0.906967	0.800000	0.245556	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
69	SEMA4B	ENSG00000185033	Q9NPR2	core_surfaceome	balanced	0.556162	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.691204	0.954941	0.879212	0.620598	0.775214	not_available		0.934881	0.103681	0.190988	0.175842	-0.124120	0.116282		0.093488	0.939057	0.770239	0.900000	0.451111	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
70	TNFRSF9	ENSG00000049249	Q07011	core_surfaceome	balanced	0.555808	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.996602	0.566452	0.901552	0.320712		not_available		0.934881	0.149490	0.113290	0.180310	-0.064142			0.093488	0.566660	0.798675	0.750000		0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	immune	moderate_off_tumor_risk	v0	2026-05-29	dirty
71	ANO6	ENSG00000177119	Q4KMQ2	core_surfaceome	balanced	0.555344	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.826350	0.879970	0.932601	0.546763	0.911111	not_available		0.415629	0.123952	0.175994	0.186520	-0.109353	0.136667		0.041563	0.879421	0.830708	0.900000	0.570303	0.756106	watchlist_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
72	EFNB1	ENSG00000090776	P98172	core_surfaceome	balanced	0.555001	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.869385	0.909125	0.964786	0.750095	0.969801	not_available		0.543601	0.130408	0.181825	0.192957	-0.150019	0.145470		0.054360	0.902026	0.870882	1.000000	0.665000	0.812500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
73	NRP2	ENSG00000118257	O60462	core_surfaceome	balanced	0.554643	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.938467	0.855736	0.742522	0.497539	0.909117	not_available		0.573613	0.140770	0.171147	0.148504	-0.099508	0.136368		0.057361	0.862154	0.653843	0.850000	0.566667	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
74	ADGRE5	ENSG00000123146	P48960	core_surfaceome	balanced	0.554236	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.821065	0.955320	0.883756	0.412344	0.935043	not_available		0.054738	0.123160	0.191064	0.176751	-0.082469	0.140256		0.005474	0.939701	0.777092	0.850000	0.613333	0.612500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
75	CD84	ENSG00000066294	Q9UIB8	core_surfaceome	balanced	0.554163	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.846735	0.646346	0.828474	0.431276	0.927920	not_available		0.792563	0.127010	0.129269	0.165695	-0.086255	0.139188		0.079256	0.649167	0.717796	0.850000	0.593939	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
76	HLA-E	ENSG00000204592	P13747	core_surfaceome	balanced	0.553650	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.898075	0.995078	0.846460	0.464218	0.879487	not_available		0.115515	0.134711	0.199016	0.169292	-0.092844	0.131923		0.011552	0.972302	0.735441	0.850000	0.534848	0.712500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
