audit_type	hgnc_symbol	surfaceome_category	surfaceome_confidence_score	control_role	status	notes
potential_false_negative_published_absent_from_core_probable	CLCA1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CLCN2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLCN5	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLCN6	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLCNKB	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLEC2L	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLIC4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLN5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLPTM1L	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLRN1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLRN2	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CLTC	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane|cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	CLU	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CNNM1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	COL11A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL12A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL14A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL1A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL1A2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL26A1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL2A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL3A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL5A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL5A2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL5A3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	COL6A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL6A2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	COL6A3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL6A5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL6A6	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	COL7A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CP	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CPAMD8	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CPQ	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CPZ	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CREG1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CRELD2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CRLF1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CRTAP	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CTNNA1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CTNNB1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CTNND1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CTSD	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CTSG	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CUBN	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CUZD1	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CYTH1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	CYTH2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	CYYR1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DAB2IP	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DBH	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DCN	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DCST2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DDI2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DGKG	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DIAPH1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DISP1	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DISP3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DKK3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DLG1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DLG2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DLG4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DLG5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DMD	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DMXL2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DNAJB4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DNAJC9	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DNM2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DPP7	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	DPY19L4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	DSP	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
